idsensore,nometiposensore,unitamisura,idstazione,sensore,provincia,comune,storico,datastart,datastop
116289,PM10,µg/m³,100086,PM10 Urbanizzato Lavena Ponte Tresa,VA,Lavena Ponte Tresa,N         ,2011-01-01T00:00:00.000,
116290,Biossido di Azoto,µg/m³,100087,NO2 Urbanizzato Laveno-Mombello,VA,Laveno-Mombello,N         ,2011-01-01T00:00:00.000,
116291,Ozono,µg/m³,100087,O3 Urbanizzato Laveno-Mombello,VA,Laveno-Mombello,N         ,2011-01-01T00:00:00.000,
116292,PM10,µg/m³,100087,PM10 Urbanizzato Laveno-Mombello,VA,Laveno-Mombello,N         ,2011-01-01T00:00:00.000,
116293,Biossido di Azoto,µg/m³,100088,NO2 Urbanizzato Leggiuno,VA,Leggiuno,N         ,2011-01-01T00:00:00.000,
116294,Ozono,µg/m³,100088,O3 Urbanizzato Leggiuno,VA,Leggiuno,N         ,2011-01-01T00:00:00.000,
116295,PM10,µg/m³,100088,PM10 Urbanizzato Leggiuno,VA,Leggiuno,N         ,2011-01-01T00:00:00.000,
116296,Biossido di Azoto,µg/m³,100089,NO2 Urbanizzato Lonate Ceppino,VA,Lonate Ceppino,N         ,2011-01-01T00:00:00.000,
116297,Ozono,µg/m³,100089,O3 Urbanizzato Lonate Ceppino,VA,Lonate Ceppino,N         ,2011-01-01T00:00:00.000,
116298,PM10,µg/m³,100089,PM10 Urbanizzato Lonate Ceppino,VA,Lonate Ceppino,N         ,2011-01-01T00:00:00.000,
116299,Biossido di Azoto,µg/m³,100090,NO2 Urbanizzato Lonate Pozzolo,VA,Lonate Pozzolo,N         ,2011-01-01T00:00:00.000,
116300,Ozono,µg/m³,100090,O3 Urbanizzato Lonate Pozzolo,VA,Lonate Pozzolo,N         ,2011-01-01T00:00:00.000,
116301,PM10,µg/m³,100090,PM10 Urbanizzato Lonate Pozzolo,VA,Lonate Pozzolo,N         ,2011-01-01T00:00:00.000,
116302,Biossido di Azoto,µg/m³,100091,NO2 Urbanizzato Lozza,VA,Lozza,N         ,2011-01-01T00:00:00.000,
116303,Ozono,µg/m³,100091,O3 Urbanizzato Lozza,VA,Lozza,N         ,2011-01-01T00:00:00.000,
116304,PM10,µg/m³,100091,PM10 Urbanizzato Lozza,VA,Lozza,N         ,2011-01-01T00:00:00.000,
116305,Biossido di Azoto,µg/m³,100092,NO2 Urbanizzato Luino,VA,Luino,N         ,2011-01-01T00:00:00.000,
116306,Ozono,µg/m³,100092,O3 Urbanizzato Luino,VA,Luino,N         ,2011-01-01T00:00:00.000,
116307,PM10,µg/m³,100092,PM10 Urbanizzato Luino,VA,Luino,N         ,2011-01-01T00:00:00.000,
116308,Biossido di Azoto,µg/m³,100093,NO2 Urbanizzato Luvinate,VA,Luvinate,N         ,2011-01-01T00:00:00.000,
116309,Ozono,µg/m³,100093,O3 Urbanizzato Luvinate,VA,Luvinate,N         ,2011-01-01T00:00:00.000,
116310,PM10,µg/m³,100093,PM10 Urbanizzato Luvinate,VA,Luvinate,N         ,2011-01-01T00:00:00.000,
116314,Biossido di Azoto,µg/m³,100095,NO2 Urbanizzato Malgesso,VA,Malgesso,S         ,2011-01-01T00:00:00.000,2025-02-14T00:00:00.000
116315,Ozono,µg/m³,100095,O3 Urbanizzato Malgesso,VA,Malgesso,S         ,2011-01-01T00:00:00.000,2025-02-14T00:00:00.000
116316,PM10,µg/m³,100095,PM10 Urbanizzato Malgesso,VA,Malgesso,S         ,2011-01-01T00:00:00.000,2025-02-14T00:00:00.000
116317,Biossido di Azoto,µg/m³,100096,NO2 Urbanizzato Malnate,VA,Malnate,N         ,2011-01-01T00:00:00.000,
116318,Ozono,µg/m³,100096,O3 Urbanizzato Malnate,VA,Malnate,N         ,2011-01-01T00:00:00.000,
116319,PM10,µg/m³,100096,PM10 Urbanizzato Malnate,VA,Malnate,N         ,2011-01-01T00:00:00.000,
116320,Biossido di Azoto,µg/m³,100097,NO2 Urbanizzato Marchirolo,VA,Marchirolo,N         ,2011-01-01T00:00:00.000,
116321,Ozono,µg/m³,100097,O3 Urbanizzato Marchirolo,VA,Marchirolo,N         ,2011-01-01T00:00:00.000,
116322,PM10,µg/m³,100097,PM10 Urbanizzato Marchirolo,VA,Marchirolo,N         ,2011-01-01T00:00:00.000,
116323,Biossido di Azoto,µg/m³,100098,NO2 Urbanizzato Marnate,VA,Marnate,N         ,2011-01-01T00:00:00.000,
116324,Ozono,µg/m³,100098,O3 Urbanizzato Marnate,VA,Marnate,N         ,2011-01-01T00:00:00.000,
116325,PM10,µg/m³,100098,PM10 Urbanizzato Marnate,VA,Marnate,N         ,2011-01-01T00:00:00.000,
116326,Biossido di Azoto,µg/m³,100099,NO2 Urbanizzato Marzio,VA,Marzio,N         ,2011-01-01T00:00:00.000,
116327,Ozono,µg/m³,100099,O3 Urbanizzato Marzio,VA,Marzio,N         ,2011-01-01T00:00:00.000,
116328,PM10,µg/m³,100099,PM10 Urbanizzato Marzio,VA,Marzio,N         ,2011-01-01T00:00:00.000,
116329,Biossido di Azoto,µg/m³,100100,NO2 Urbanizzato Masciago Primo,VA,Masciago Primo,N         ,2011-01-01T00:00:00.000,
116330,Ozono,µg/m³,100100,O3 Urbanizzato Masciago Primo,VA,Masciago Primo,N         ,2011-01-01T00:00:00.000,
116331,PM10,µg/m³,100100,PM10 Urbanizzato Masciago Primo,VA,Masciago Primo,N         ,2011-01-01T00:00:00.000,
116332,Biossido di Azoto,µg/m³,100101,NO2 Urbanizzato Mercallo,VA,Mercallo,N         ,2011-01-01T00:00:00.000,
116333,Ozono,µg/m³,100101,O3 Urbanizzato Mercallo,VA,Mercallo,N         ,2011-01-01T00:00:00.000,
116334,PM10,µg/m³,100101,PM10 Urbanizzato Mercallo,VA,Mercallo,N         ,2011-01-01T00:00:00.000,
116335,Biossido di Azoto,µg/m³,100102,NO2 Urbanizzato Mesenzana,VA,Mesenzana,N         ,2011-01-01T00:00:00.000,
116336,Ozono,µg/m³,100102,O3 Urbanizzato Mesenzana,VA,Mesenzana,N         ,2011-01-01T00:00:00.000,
116337,PM10,µg/m³,100102,PM10 Urbanizzato Mesenzana,VA,Mesenzana,N         ,2011-01-01T00:00:00.000,
116338,Biossido di Azoto,µg/m³,100103,NO2 Urbanizzato Montegrino Valtravaglia,VA,Montegrino Valtravaglia,N         ,2011-01-01T00:00:00.000,
116339,Ozono,µg/m³,100103,O3 Urbanizzato Montegrino Valtravaglia,VA,Montegrino Valtravaglia,N         ,2011-01-01T00:00:00.000,
116340,PM10,µg/m³,100103,PM10 Urbanizzato Montegrino Valtravaglia,VA,Montegrino Valtravaglia,N         ,2011-01-01T00:00:00.000,
116341,Biossido di Azoto,µg/m³,100104,NO2 Urbanizzato Monvalle,VA,Monvalle,N         ,2011-01-01T00:00:00.000,
116342,Ozono,µg/m³,100104,O3 Urbanizzato Monvalle,VA,Monvalle,N         ,2011-01-01T00:00:00.000,
116343,PM10,µg/m³,100104,PM10 Urbanizzato Monvalle,VA,Monvalle,N         ,2011-01-01T00:00:00.000,
116344,Biossido di Azoto,µg/m³,100105,NO2 Urbanizzato Morazzone,VA,Morazzone,N         ,2011-01-01T00:00:00.000,
116345,Ozono,µg/m³,100105,O3 Urbanizzato Morazzone,VA,Morazzone,N         ,2011-01-01T00:00:00.000,
116346,PM10,µg/m³,100105,PM10 Urbanizzato Morazzone,VA,Morazzone,N         ,2011-01-01T00:00:00.000,
116347,Biossido di Azoto,µg/m³,100106,NO2 Urbanizzato Mornago,VA,Mornago,N         ,2011-01-01T00:00:00.000,
116348,Ozono,µg/m³,100106,O3 Urbanizzato Mornago,VA,Mornago,N         ,2011-01-01T00:00:00.000,
116349,PM10,µg/m³,100106,PM10 Urbanizzato Mornago,VA,Mornago,N         ,2011-01-01T00:00:00.000,
116350,Biossido di Azoto,µg/m³,100107,NO2 Urbanizzato Oggiona con Santo Stefano,VA,Oggiona con Santo Stefano,N         ,2011-01-01T00:00:00.000,
116351,Ozono,µg/m³,100107,O3 Urbanizzato Oggiona con Santo Stefano,VA,Oggiona con Santo Stefano,N         ,2011-01-01T00:00:00.000,
116352,PM10,µg/m³,100107,PM10 Urbanizzato Oggiona con Santo Stefano,VA,Oggiona con Santo Stefano,N         ,2011-01-01T00:00:00.000,
116353,Biossido di Azoto,µg/m³,100108,NO2 Urbanizzato Olgiate Olona,VA,Olgiate Olona,N         ,2011-01-01T00:00:00.000,
116354,Ozono,µg/m³,100108,O3 Urbanizzato Olgiate Olona,VA,Olgiate Olona,N         ,2011-01-01T00:00:00.000,
116355,PM10,µg/m³,100108,PM10 Urbanizzato Olgiate Olona,VA,Olgiate Olona,N         ,2011-01-01T00:00:00.000,
116356,Biossido di Azoto,µg/m³,100109,NO2 Urbanizzato Origgio,VA,Origgio,N         ,2011-01-01T00:00:00.000,
116357,Ozono,µg/m³,100109,O3 Urbanizzato Origgio,VA,Origgio,N         ,2011-01-01T00:00:00.000,
116358,PM10,µg/m³,100109,PM10 Urbanizzato Origgio,VA,Origgio,N         ,2011-01-01T00:00:00.000,
116359,Biossido di Azoto,µg/m³,100110,NO2 Urbanizzato Orino,VA,Orino,N         ,2011-01-01T00:00:00.000,
116360,Ozono,µg/m³,100110,O3 Urbanizzato Orino,VA,Orino,N         ,2011-01-01T00:00:00.000,
116361,PM10,µg/m³,100110,PM10 Urbanizzato Orino,VA,Orino,N         ,2011-01-01T00:00:00.000,
116368,Biossido di Azoto,µg/m³,100113,NO2 Urbanizzato Porto Ceresio,VA,Porto Ceresio,N         ,2011-01-01T00:00:00.000,
116369,Ozono,µg/m³,100113,O3 Urbanizzato Porto Ceresio,VA,Porto Ceresio,N         ,2011-01-01T00:00:00.000,
116370,PM10,µg/m³,100113,PM10 Urbanizzato Porto Ceresio,VA,Porto Ceresio,N         ,2011-01-01T00:00:00.000,
116371,Biossido di Azoto,µg/m³,100114,NO2 Urbanizzato Porto Valtravaglia,VA,Porto Valtravaglia,N         ,2011-01-01T00:00:00.000,
116372,Ozono,µg/m³,100114,O3 Urbanizzato Porto Valtravaglia,VA,Porto Valtravaglia,N         ,2011-01-01T00:00:00.000,
116373,PM10,µg/m³,100114,PM10 Urbanizzato Porto Valtravaglia,VA,Porto Valtravaglia,N         ,2011-01-01T00:00:00.000,
116374,Biossido di Azoto,µg/m³,100115,NO2 Urbanizzato Rancio Valcuvia,VA,Rancio Valcuvia,N         ,2011-01-01T00:00:00.000,
116375,Ozono,µg/m³,100115,O3 Urbanizzato Rancio Valcuvia,VA,Rancio Valcuvia,N         ,2011-01-01T00:00:00.000,
116376,PM10,µg/m³,100115,PM10 Urbanizzato Rancio Valcuvia,VA,Rancio Valcuvia,N         ,2011-01-01T00:00:00.000,
116377,Biossido di Azoto,µg/m³,100116,NO2 Urbanizzato Ranco,VA,Ranco,N         ,2011-01-01T00:00:00.000,
116378,Ozono,µg/m³,100116,O3 Urbanizzato Ranco,VA,Ranco,N         ,2011-01-01T00:00:00.000,
116379,PM10,µg/m³,100116,PM10 Urbanizzato Ranco,VA,Ranco,N         ,2011-01-01T00:00:00.000,
116380,Biossido di Azoto,µg/m³,100117,NO2 Urbanizzato Saltrio,VA,Saltrio,N         ,2011-01-01T00:00:00.000,
116381,Ozono,µg/m³,100117,O3 Urbanizzato Saltrio,VA,Saltrio,N         ,2011-01-01T00:00:00.000,
116382,PM10,µg/m³,100117,PM10 Urbanizzato Saltrio,VA,Saltrio,N         ,2011-01-01T00:00:00.000,
116383,Biossido di Azoto,µg/m³,100118,NO2 Urbanizzato Samarate,VA,Samarate,N         ,2011-01-01T00:00:00.000,
116384,Ozono,µg/m³,100118,O3 Urbanizzato Samarate,VA,Samarate,N         ,2011-01-01T00:00:00.000,
116385,PM10,µg/m³,100118,PM10 Urbanizzato Samarate,VA,Samarate,N         ,2011-01-01T00:00:00.000,
116386,Biossido di Azoto,µg/m³,100119,NO2 Urbanizzato Saronno,VA,Saronno,N         ,2011-01-01T00:00:00.000,
116387,Ozono,µg/m³,100119,O3 Urbanizzato Saronno,VA,Saronno,N         ,2011-01-01T00:00:00.000,
116388,PM10,µg/m³,100119,PM10 Urbanizzato Saronno,VA,Saronno,N         ,2011-01-01T00:00:00.000,
116389,Biossido di Azoto,µg/m³,100120,NO2 Urbanizzato Sesto Calende,VA,Sesto Calende,N         ,2011-01-01T00:00:00.000,
116390,Ozono,µg/m³,100120,O3 Urbanizzato Sesto Calende,VA,Sesto Calende,N         ,2011-01-01T00:00:00.000,
116391,PM10,µg/m³,100120,PM10 Urbanizzato Sesto Calende,VA,Sesto Calende,N         ,2011-01-01T00:00:00.000,
116392,Biossido di Azoto,µg/m³,100121,NO2 Urbanizzato Solbiate Arno,VA,Solbiate Arno,N         ,2011-01-01T00:00:00.000,
116393,Ozono,µg/m³,100121,O3 Urbanizzato Solbiate Arno,VA,Solbiate Arno,N         ,2011-01-01T00:00:00.000,
116394,PM10,µg/m³,100121,PM10 Urbanizzato Solbiate Arno,VA,Solbiate Arno,N         ,2011-01-01T00:00:00.000,
116395,Biossido di Azoto,µg/m³,100122,NO2 Urbanizzato Solbiate Olona,VA,Solbiate Olona,N         ,2011-01-01T00:00:00.000,
116396,Ozono,µg/m³,100122,O3 Urbanizzato Solbiate Olona,VA,Solbiate Olona,N         ,2011-01-01T00:00:00.000,
116397,PM10,µg/m³,100122,PM10 Urbanizzato Solbiate Olona,VA,Solbiate Olona,N         ,2011-01-01T00:00:00.000,
116398,Biossido di Azoto,µg/m³,100123,NO2 Urbanizzato Somma Lombardo,VA,Somma Lombardo,N         ,2011-01-01T00:00:00.000,
116399,Ozono,µg/m³,100123,O3 Urbanizzato Somma Lombardo,VA,Somma Lombardo,N         ,2011-01-01T00:00:00.000,
116400,PM10,µg/m³,100123,PM10 Urbanizzato Somma Lombardo,VA,Somma Lombardo,N         ,2011-01-01T00:00:00.000,
116401,Biossido di Azoto,µg/m³,100124,NO2 Urbanizzato Sumirago,VA,Sumirago,N         ,2011-01-01T00:00:00.000,
116402,Ozono,µg/m³,100124,O3 Urbanizzato Sumirago,VA,Sumirago,N         ,2011-01-01T00:00:00.000,
116403,PM10,µg/m³,100124,PM10 Urbanizzato Sumirago,VA,Sumirago,N         ,2011-01-01T00:00:00.000,
116404,Biossido di Azoto,µg/m³,100125,NO2 Urbanizzato Taino,VA,Taino,N         ,2011-01-01T00:00:00.000,
116405,Ozono,µg/m³,100125,O3 Urbanizzato Taino,VA,Taino,N         ,2011-01-01T00:00:00.000,
116406,PM10,µg/m³,100125,PM10 Urbanizzato Taino,VA,Taino,N         ,2011-01-01T00:00:00.000,
116407,Biossido di Azoto,µg/m³,100126,NO2 Urbanizzato Ternate,VA,Ternate,N         ,2011-01-01T00:00:00.000,
116408,Ozono,µg/m³,100126,O3 Urbanizzato Ternate,VA,Ternate,N         ,2011-01-01T00:00:00.000,
116409,PM10,µg/m³,100126,PM10 Urbanizzato Ternate,VA,Ternate,N         ,2011-01-01T00:00:00.000,
116410,Biossido di Azoto,µg/m³,100127,NO2 Urbanizzato Tradate,VA,Tradate,N         ,2011-01-01T00:00:00.000,
116411,Ozono,µg/m³,100127,O3 Urbanizzato Tradate,VA,Tradate,N         ,2011-01-01T00:00:00.000,
116412,PM10,µg/m³,100127,PM10 Urbanizzato Tradate,VA,Tradate,N         ,2011-01-01T00:00:00.000,
116413,Biossido di Azoto,µg/m³,100128,NO2 Urbanizzato Travedona-Monate,VA,Travedona-Monate,N         ,2011-01-01T00:00:00.000,
116414,Ozono,µg/m³,100128,O3 Urbanizzato Travedona-Monate,VA,Travedona-Monate,N         ,2011-01-01T00:00:00.000,
116415,PM10,µg/m³,100128,PM10 Urbanizzato Travedona-Monate,VA,Travedona-Monate,N         ,2011-01-01T00:00:00.000,
116416,Biossido di Azoto,µg/m³,100129,NO2 Urbanizzato Tronzano Lago Maggiore,VA,Tronzano Lago Maggiore,N         ,2011-01-01T00:00:00.000,
116417,Ozono,µg/m³,100129,O3 Urbanizzato Tronzano Lago Maggiore,VA,Tronzano Lago Maggiore,N         ,2011-01-01T00:00:00.000,
116418,PM10,µg/m³,100129,PM10 Urbanizzato Tronzano Lago Maggiore,VA,Tronzano Lago Maggiore,N         ,2011-01-01T00:00:00.000,
116419,Biossido di Azoto,µg/m³,100130,NO2 Urbanizzato Uboldo,VA,Uboldo,N         ,2011-01-01T00:00:00.000,
116420,Ozono,µg/m³,100130,O3 Urbanizzato Uboldo,VA,Uboldo,N         ,2011-01-01T00:00:00.000,
116421,PM10,µg/m³,100130,PM10 Urbanizzato Uboldo,VA,Uboldo,N         ,2011-01-01T00:00:00.000,
116422,Biossido di Azoto,µg/m³,100131,NO2 Urbanizzato Valganna,VA,Valganna,N         ,2011-01-01T00:00:00.000,
116423,Ozono,µg/m³,100131,O3 Urbanizzato Valganna,VA,Valganna,N         ,2011-01-01T00:00:00.000,
116424,PM10,µg/m³,100131,PM10 Urbanizzato Valganna,VA,Valganna,N         ,2011-01-01T00:00:00.000,
116425,Biossido di Azoto,µg/m³,100132,NO2 Urbanizzato Varano Borghi,VA,Varano Borghi,N         ,2011-01-01T00:00:00.000,
116426,Ozono,µg/m³,100132,O3 Urbanizzato Varano Borghi,VA,Varano Borghi,N         ,2011-01-01T00:00:00.000,
116427,PM10,µg/m³,100132,PM10 Urbanizzato Varano Borghi,VA,Varano Borghi,N         ,2011-01-01T00:00:00.000,
116428,Biossido di Azoto,µg/m³,100133,NO2 Urbanizzato Varese,VA,Varese,N         ,2011-01-01T00:00:00.000,
116429,Ozono,µg/m³,100133,O3 Urbanizzato Varese,VA,Varese,N         ,2011-01-01T00:00:00.000,
116430,PM10,µg/m³,100133,PM10 Urbanizzato Varese,VA,Varese,N         ,2011-01-01T00:00:00.000,
116431,Biossido di Azoto,µg/m³,100134,NO2 Urbanizzato Vedano Olona,VA,Vedano Olona,N         ,2011-01-01T00:00:00.000,
116432,Ozono,µg/m³,100134,O3 Urbanizzato Vedano Olona,VA,Vedano Olona,N         ,2011-01-01T00:00:00.000,
116433,PM10,µg/m³,100134,PM10 Urbanizzato Vedano Olona,VA,Vedano Olona,N         ,2011-01-01T00:00:00.000,
116437,Biossido di Azoto,µg/m³,100136,NO2 Urbanizzato Venegono Inferiore,VA,Venegono Inferiore,N         ,2011-01-01T00:00:00.000,
116438,Ozono,µg/m³,100136,O3 Urbanizzato Venegono Inferiore,VA,Venegono Inferiore,N         ,2011-01-01T00:00:00.000,
116439,PM10,µg/m³,100136,PM10 Urbanizzato Venegono Inferiore,VA,Venegono Inferiore,N         ,2011-01-01T00:00:00.000,
116440,Biossido di Azoto,µg/m³,100137,NO2 Urbanizzato Venegono Superiore,VA,Venegono Superiore,N         ,2011-01-01T00:00:00.000,
116441,Ozono,µg/m³,100137,O3 Urbanizzato Venegono Superiore,VA,Venegono Superiore,N         ,2011-01-01T00:00:00.000,
116442,PM10,µg/m³,100137,PM10 Urbanizzato Venegono Superiore,VA,Venegono Superiore,N         ,2011-01-01T00:00:00.000,
116443,Biossido di Azoto,µg/m³,100138,NO2 Urbanizzato Vergiate,VA,Vergiate,N         ,2011-01-01T00:00:00.000,
116444,Ozono,µg/m³,100138,O3 Urbanizzato Vergiate,VA,Vergiate,N         ,2011-01-01T00:00:00.000,
116445,PM10,µg/m³,100138,PM10 Urbanizzato Vergiate,VA,Vergiate,N         ,2011-01-01T00:00:00.000,
116446,Biossido di Azoto,µg/m³,100139,NO2 Urbanizzato Viggiù,VA,Viggiù,N         ,2011-01-01T00:00:00.000,
116447,Ozono,µg/m³,100139,O3 Urbanizzato Viggiù,VA,Viggiù,N         ,2011-01-01T00:00:00.000,
116448,PM10,µg/m³,100139,PM10 Urbanizzato Viggiù,VA,Viggiù,N         ,2011-01-01T00:00:00.000,
116449,Biossido di Azoto,µg/m³,100140,NO2 Urbanizzato Vizzola Ticino,VA,Vizzola Ticino,N         ,2011-01-01T00:00:00.000,
116450,Ozono,µg/m³,100140,O3 Urbanizzato Vizzola Ticino,VA,Vizzola Ticino,N         ,2011-01-01T00:00:00.000,
116451,PM10,µg/m³,100140,PM10 Urbanizzato Vizzola Ticino,VA,Vizzola Ticino,N         ,2011-01-01T00:00:00.000,
116452,Biossido di Azoto,µg/m³,100141,NO2 Urbanizzato Sangiano,VA,Sangiano,N         ,2011-01-01T00:00:00.000,
116453,Ozono,µg/m³,100141,O3 Urbanizzato Sangiano,VA,Sangiano,N         ,2011-01-01T00:00:00.000,
116454,PM10,µg/m³,100141,PM10 Urbanizzato Sangiano,VA,Sangiano,N         ,2011-01-01T00:00:00.000,
116455,Biossido di Azoto,µg/m³,100142,NO2 Urbanizzato Albavilla,CO,Albavilla,N         ,2011-01-01T00:00:00.000,
116456,Ozono,µg/m³,100142,O3 Urbanizzato Albavilla,CO,Albavilla,N         ,2011-01-01T00:00:00.000,
116457,PM10,µg/m³,100142,PM10 Urbanizzato Albavilla,CO,Albavilla,N         ,2011-01-01T00:00:00.000,
116458,Biossido di Azoto,µg/m³,100143,NO2 Urbanizzato Albese con Cassano,CO,Albese con Cassano,N         ,2011-01-01T00:00:00.000,
116459,Ozono,µg/m³,100143,O3 Urbanizzato Albese con Cassano,CO,Albese con Cassano,N         ,2011-01-01T00:00:00.000,
116460,PM10,µg/m³,100143,PM10 Urbanizzato Albese con Cassano,CO,Albese con Cassano,N         ,2011-01-01T00:00:00.000,
116461,Biossido di Azoto,µg/m³,100144,NO2 Urbanizzato Albiolo,CO,Albiolo,N         ,2011-01-01T00:00:00.000,
116462,Ozono,µg/m³,100144,O3 Urbanizzato Albiolo,CO,Albiolo,N         ,2011-01-01T00:00:00.000,
116463,PM10,µg/m³,100144,PM10 Urbanizzato Albiolo,CO,Albiolo,N         ,2011-01-01T00:00:00.000,
116464,Biossido di Azoto,µg/m³,100145,NO2 Urbanizzato Alserio,CO,Alserio,N         ,2011-01-01T00:00:00.000,
116465,Ozono,µg/m³,100145,O3 Urbanizzato Alserio,CO,Alserio,N         ,2011-01-01T00:00:00.000,
116466,PM10,µg/m³,100145,PM10 Urbanizzato Alserio,CO,Alserio,N         ,2011-01-01T00:00:00.000,
116467,Biossido di Azoto,µg/m³,100146,NO2 Urbanizzato Alzate Brianza,CO,Alzate Brianza,N         ,2011-01-01T00:00:00.000,
116468,Ozono,µg/m³,100146,O3 Urbanizzato Alzate Brianza,CO,Alzate Brianza,N         ,2011-01-01T00:00:00.000,
116469,PM10,µg/m³,100146,PM10 Urbanizzato Alzate Brianza,CO,Alzate Brianza,N         ,2011-01-01T00:00:00.000,
116470,Biossido di Azoto,µg/m³,100147,NO2 Urbanizzato Anzano del Parco,CO,Anzano del Parco,N         ,2011-01-01T00:00:00.000,
116471,Ozono,µg/m³,100147,O3 Urbanizzato Anzano del Parco,CO,Anzano del Parco,N         ,2011-01-01T00:00:00.000,
116472,PM10,µg/m³,100147,PM10 Urbanizzato Anzano del Parco,CO,Anzano del Parco,N         ,2011-01-01T00:00:00.000,
116473,Biossido di Azoto,µg/m³,100148,NO2 Urbanizzato Appiano Gentile,CO,Appiano Gentile,N         ,2011-01-01T00:00:00.000,
116474,Ozono,µg/m³,100148,O3 Urbanizzato Appiano Gentile,CO,Appiano Gentile,N         ,2011-01-01T00:00:00.000,
116475,PM10,µg/m³,100148,PM10 Urbanizzato Appiano Gentile,CO,Appiano Gentile,N         ,2011-01-01T00:00:00.000,
116476,Biossido di Azoto,µg/m³,100149,NO2 Urbanizzato Argegno,CO,Argegno,N         ,2011-01-01T00:00:00.000,
116477,Ozono,µg/m³,100149,O3 Urbanizzato Argegno,CO,Argegno,N         ,2011-01-01T00:00:00.000,
116478,PM10,µg/m³,100149,PM10 Urbanizzato Argegno,CO,Argegno,N         ,2011-01-01T00:00:00.000,
116479,Biossido di Azoto,µg/m³,100150,NO2 Urbanizzato Arosio,CO,Arosio,N         ,2011-01-01T00:00:00.000,
116480,Ozono,µg/m³,100150,O3 Urbanizzato Arosio,CO,Arosio,N         ,2011-01-01T00:00:00.000,
116481,PM10,µg/m³,100150,PM10 Urbanizzato Arosio,CO,Arosio,N         ,2011-01-01T00:00:00.000,
116482,Biossido di Azoto,µg/m³,100151,NO2 Urbanizzato Asso,CO,Asso,N         ,2011-01-01T00:00:00.000,
116483,Ozono,µg/m³,100151,O3 Urbanizzato Asso,CO,Asso,N         ,2011-01-01T00:00:00.000,
116484,PM10,µg/m³,100151,PM10 Urbanizzato Asso,CO,Asso,N         ,2011-01-01T00:00:00.000,
116485,Biossido di Azoto,µg/m³,100152,NO2 Urbanizzato Barni,CO,Barni,N         ,2011-01-01T00:00:00.000,
116486,Ozono,µg/m³,100152,O3 Urbanizzato Barni,CO,Barni,N         ,2011-01-01T00:00:00.000,
116487,PM10,µg/m³,100152,PM10 Urbanizzato Barni,CO,Barni,N         ,2011-01-01T00:00:00.000,
116488,Biossido di Azoto,µg/m³,100153,NO2 Urbanizzato Bellagio,CO,Bellagio,N         ,2011-01-01T00:00:00.000,
116489,Ozono,µg/m³,100153,O3 Urbanizzato Bellagio,CO,Bellagio,N         ,2011-01-01T00:00:00.000,
116490,PM10,µg/m³,100153,PM10 Urbanizzato Bellagio,CO,Bellagio,N         ,2011-01-01T00:00:00.000,
116491,Biossido di Azoto,µg/m³,100154,NO2 Urbanizzato Bene Lario,CO,Bene Lario,N         ,2011-01-01T00:00:00.000,
116492,Ozono,µg/m³,100154,O3 Urbanizzato Bene Lario,CO,Bene Lario,N         ,2011-01-01T00:00:00.000,
116493,PM10,µg/m³,100154,PM10 Urbanizzato Bene Lario,CO,Bene Lario,N         ,2011-01-01T00:00:00.000,
116494,Biossido di Azoto,µg/m³,100155,NO2 Urbanizzato Beregazzo con Figliaro,CO,Beregazzo con Figliaro,N         ,2011-01-01T00:00:00.000,
116495,Ozono,µg/m³,100155,O3 Urbanizzato Beregazzo con Figliaro,CO,Beregazzo con Figliaro,N         ,2011-01-01T00:00:00.000,
116496,PM10,µg/m³,100155,PM10 Urbanizzato Beregazzo con Figliaro,CO,Beregazzo con Figliaro,N         ,2011-01-01T00:00:00.000,
116497,Biossido di Azoto,µg/m³,100156,NO2 Urbanizzato Binago,CO,Binago,N         ,2011-01-01T00:00:00.000,
116498,Ozono,µg/m³,100156,O3 Urbanizzato Binago,CO,Binago,N         ,2011-01-01T00:00:00.000,
116499,PM10,µg/m³,100156,PM10 Urbanizzato Binago,CO,Binago,N         ,2011-01-01T00:00:00.000,
116500,Biossido di Azoto,µg/m³,100157,NO2 Urbanizzato Bizzarone,CO,Bizzarone,N         ,2011-01-01T00:00:00.000,
116501,Ozono,µg/m³,100157,O3 Urbanizzato Bizzarone,CO,Bizzarone,N         ,2011-01-01T00:00:00.000,
116502,PM10,µg/m³,100157,PM10 Urbanizzato Bizzarone,CO,Bizzarone,N         ,2011-01-01T00:00:00.000,
116503,Biossido di Azoto,µg/m³,100158,NO2 Urbanizzato Blessagno,CO,Blessagno,N         ,2011-01-01T00:00:00.000,
116504,Ozono,µg/m³,100158,O3 Urbanizzato Blessagno,CO,Blessagno,N         ,2011-01-01T00:00:00.000,
116505,PM10,µg/m³,100158,PM10 Urbanizzato Blessagno,CO,Blessagno,N         ,2011-01-01T00:00:00.000,
116506,Biossido di Azoto,µg/m³,100159,NO2 Urbanizzato Blevio,CO,Blevio,N         ,2011-01-01T00:00:00.000,
116507,Ozono,µg/m³,100159,O3 Urbanizzato Blevio,CO,Blevio,N         ,2011-01-01T00:00:00.000,
116508,PM10,µg/m³,100159,PM10 Urbanizzato Blevio,CO,Blevio,N         ,2011-01-01T00:00:00.000,
116509,Biossido di Azoto,µg/m³,100160,NO2 Urbanizzato Bregnano,CO,Bregnano,N         ,2011-01-01T00:00:00.000,
