idsensore,nometiposensore,unitamisura,idstazione,sensore,provincia,comune,storico,datastart,datastop,comune_norm
101160,PM10,µg/m³,100354,PM10 Postalesio,SO,Postalesio,N         ,2011-01-01T00:00:00.000,,Postalesio
101161,PM10,µg/m³,100354,PM10 Urbanizzato Postalesio,SO,Postalesio,N         ,2011-01-01T00:00:00.000,,Postalesio
101162,Biossido di Azoto,µg/m³,100355,NO2 Prata Camportaccio,SO,Prata Camportaccio,N         ,2011-01-01T00:00:00.000,,Prata Camportaccio
101163,Biossido di Azoto,µg/m³,100355,NO2 Urbanizzato Prata Camportaccio,SO,Prata Camportaccio,N         ,2011-01-01T00:00:00.000,,Prata Camportaccio
101166,PM10,µg/m³,100355,PM10 Prata Camportaccio,SO,Prata Camportaccio,N         ,2011-01-01T00:00:00.000,,Prata Camportaccio
101167,PM10,µg/m³,100355,PM10 Urbanizzato Prata Camportaccio,SO,Prata Camportaccio,N         ,2011-01-01T00:00:00.000,,Prata Camportaccio
101168,Biossido di Azoto,µg/m³,100356,NO2 Rasura,SO,Rasura,N         ,2011-01-01T00:00:00.000,,Rasura
101170,PM10,µg/m³,100356,PM10 Rasura,SO,Rasura,N         ,2011-01-01T00:00:00.000,,Rasura
101171,Biossido di Azoto,µg/m³,100357,NO2 Rogolo,SO,Rogolo,N         ,2011-01-01T00:00:00.000,,Rogolo
101172,Biossido di Azoto,µg/m³,100357,NO2 Urbanizzato Rogolo,SO,Rogolo,N         ,2011-01-01T00:00:00.000,,Rogolo
101175,PM10,µg/m³,100357,PM10 Rogolo,SO,Rogolo,N         ,2011-01-01T00:00:00.000,,Rogolo
101176,PM10,µg/m³,100357,PM10 Urbanizzato Rogolo,SO,Rogolo,N         ,2011-01-01T00:00:00.000,,Rogolo
101177,Biossido di Azoto,µg/m³,100358,NO2 Samolaco,SO,Samolaco,N         ,2011-01-01T00:00:00.000,,Samolaco
101178,Biossido di Azoto,µg/m³,100358,NO2 Urbanizzato Samolaco,SO,Samolaco,N         ,2011-01-01T00:00:00.000,,Samolaco
101181,PM10,µg/m³,100358,PM10 Samolaco,SO,Samolaco,N         ,2011-01-01T00:00:00.000,,Samolaco
101182,PM10,µg/m³,100358,PM10 Urbanizzato Samolaco,SO,Samolaco,N         ,2011-01-01T00:00:00.000,,Samolaco
101183,Biossido di Azoto,µg/m³,100359,NO2 San Giacomo Filippo,SO,San Giacomo Filippo,N         ,2011-01-01T00:00:00.000,,San Giacomo Filippo
101185,PM10,µg/m³,100359,PM10 San Giacomo Filippo,SO,San Giacomo Filippo,N         ,2011-01-01T00:00:00.000,,San Giacomo Filippo
101186,Biossido di Azoto,µg/m³,100360,NO2 Sernio,SO,Sernio,N         ,2011-01-01T00:00:00.000,,Sernio
101188,PM10,µg/m³,100360,PM10 Sernio,SO,Sernio,N         ,2011-01-01T00:00:00.000,,Sernio
101189,Biossido di Azoto,µg/m³,100361,NO2 Sondalo,SO,Sondalo,N         ,2011-01-01T00:00:00.000,,Sondalo
101191,PM10,µg/m³,100361,PM10 Sondalo,SO,Sondalo,N         ,2011-01-01T00:00:00.000,,Sondalo
101192,Biossido di Azoto,µg/m³,100362,NO2 Sondrio,SO,Sondrio,N         ,2011-01-01T00:00:00.000,,Sondrio
101193,Biossido di Azoto,µg/m³,100362,NO2 Urbanizzato Sondrio,SO,Sondrio,N         ,2011-01-01T00:00:00.000,,Sondrio
101196,PM10,µg/m³,100362,PM10 Sondrio,SO,Sondrio,N         ,2011-01-01T00:00:00.000,,Sondrio
101197,PM10,µg/m³,100362,PM10 Urbanizzato Sondrio,SO,Sondrio,N         ,2011-01-01T00:00:00.000,,Sondrio
101198,Biossido di Azoto,µg/m³,100363,NO2 Spriana,SO,Spriana,N         ,2011-01-01T00:00:00.000,,Spriana
101200,PM10,µg/m³,100363,PM10 Spriana,SO,Spriana,N         ,2011-01-01T00:00:00.000,,Spriana
101201,Biossido di Azoto,µg/m³,100364,NO2 Talamona,SO,Talamona,N         ,2011-01-01T00:00:00.000,,Talamona
101202,Biossido di Azoto,µg/m³,100364,NO2 Urbanizzato Talamona,SO,Talamona,N         ,2011-01-01T00:00:00.000,,Talamona
101205,PM10,µg/m³,100364,PM10 Talamona,SO,Talamona,N         ,2011-01-01T00:00:00.000,,Talamona
101206,PM10,µg/m³,100364,PM10 Urbanizzato Talamona,SO,Talamona,N         ,2011-01-01T00:00:00.000,,Talamona
101207,Biossido di Azoto,µg/m³,100365,NO2 Tartano,SO,Tartano,N         ,2011-01-01T00:00:00.000,,Tartano
101209,PM10,µg/m³,100365,PM10 Tartano,SO,Tartano,N         ,2011-01-01T00:00:00.000,,Tartano
101210,Biossido di Azoto,µg/m³,100366,NO2 Teglio,SO,Teglio,N         ,2011-01-01T00:00:00.000,,Teglio
101211,Biossido di Azoto,µg/m³,100366,NO2 Urbanizzato Teglio,SO,Teglio,N         ,2011-01-01T00:00:00.000,,Teglio
101214,PM10,µg/m³,100366,PM10 Teglio,SO,Teglio,N         ,2011-01-01T00:00:00.000,,Teglio
101215,PM10,µg/m³,100366,PM10 Urbanizzato Teglio,SO,Teglio,N         ,2011-01-01T00:00:00.000,,Teglio
101216,Biossido di Azoto,µg/m³,100367,NO2 Tirano,SO,Tirano,N         ,2011-01-01T00:00:00.000,,Tirano
101217,Biossido di Azoto,µg/m³,100367,NO2 Urbanizzato Tirano,SO,Tirano,N         ,2011-01-01T00:00:00.000,,Tirano
101220,PM10,µg/m³,100367,PM10 Tirano,SO,Tirano,N         ,2011-01-01T00:00:00.000,,Tirano
101221,PM10,µg/m³,100367,PM10 Urbanizzato Tirano,SO,Tirano,N         ,2011-01-01T00:00:00.000,,Tirano
101222,Biossido di Azoto,µg/m³,100368,NO2 Torre di Santa Maria,SO,Torre di Santa Maria,N         ,2011-01-01T00:00:00.000,,Torre Di Santa Maria
101224,PM10,µg/m³,100368,PM10 Torre di Santa Maria,SO,Torre di Santa Maria,N         ,2011-01-01T00:00:00.000,,Torre Di Santa Maria
101225,Biossido di Azoto,µg/m³,100369,NO2 Tovo di Sant'Agata,SO,Tovo di Sant'Agata,N         ,2011-01-01T00:00:00.000,,Tovo Di Sant'Agata
101227,PM10,µg/m³,100369,PM10 Tovo di Sant'Agata,SO,Tovo di Sant'Agata,N         ,2011-01-01T00:00:00.000,,Tovo Di Sant'Agata
101228,Biossido di Azoto,µg/m³,100370,NO2 Traona,SO,Traona,N         ,2011-01-01T00:00:00.000,,Traona
101229,Biossido di Azoto,µg/m³,100370,NO2 Urbanizzato Traona,SO,Traona,N         ,2011-01-01T00:00:00.000,,Traona
101232,PM10,µg/m³,100370,PM10 Traona,SO,Traona,N         ,2011-01-01T00:00:00.000,,Traona
101233,PM10,µg/m³,100370,PM10 Urbanizzato Traona,SO,Traona,N         ,2011-01-01T00:00:00.000,,Traona
101234,Biossido di Azoto,µg/m³,100371,NO2 Tresivio,SO,Tresivio,N         ,2011-01-01T00:00:00.000,,Tresivio
101235,Biossido di Azoto,µg/m³,100371,NO2 Urbanizzato Tresivio,SO,Tresivio,N         ,2011-01-01T00:00:00.000,,Tresivio
101238,PM10,µg/m³,100371,PM10 Tresivio,SO,Tresivio,N         ,2011-01-01T00:00:00.000,,Tresivio
101239,PM10,µg/m³,100371,PM10 Urbanizzato Tresivio,SO,Tresivio,N         ,2011-01-01T00:00:00.000,,Tresivio
101240,Biossido di Azoto,µg/m³,100372,NO2 Valdidentro,SO,Valdidentro,N         ,2011-01-01T00:00:00.000,,Valdidentro
101242,PM10,µg/m³,100372,PM10 Valdidentro,SO,Valdidentro,N         ,2011-01-01T00:00:00.000,,Valdidentro
101243,Biossido di Azoto,µg/m³,100373,NO2 Valdisotto,SO,Valdisotto,N         ,2011-01-01T00:00:00.000,,Valdisotto
101245,PM10,µg/m³,100373,PM10 Valdisotto,SO,Valdisotto,N         ,2011-01-01T00:00:00.000,,Valdisotto
101246,Biossido di Azoto,µg/m³,100374,NO2 Valfurva,SO,Valfurva,N         ,2011-01-01T00:00:00.000,,Valfurva
101248,PM10,µg/m³,100374,PM10 Valfurva,SO,Valfurva,N         ,2011-01-01T00:00:00.000,,Valfurva
101249,Biossido di Azoto,µg/m³,100375,NO2 Val Masino,SO,Val Masino,N         ,2011-01-01T00:00:00.000,,Val Masino
101251,PM10,µg/m³,100375,PM10 Val Masino,SO,Val Masino,N         ,2011-01-01T00:00:00.000,,Val Masino
101252,Biossido di Azoto,µg/m³,100376,NO2 Verceia,SO,Verceia,N         ,2011-01-01T00:00:00.000,,Verceia
101253,Biossido di Azoto,µg/m³,100376,NO2 Urbanizzato Verceia,SO,Verceia,N         ,2011-01-01T00:00:00.000,,Verceia
101256,PM10,µg/m³,100376,PM10 Verceia,SO,Verceia,N         ,2011-01-01T00:00:00.000,,Verceia
101257,PM10,µg/m³,100376,PM10 Urbanizzato Verceia,SO,Verceia,N         ,2011-01-01T00:00:00.000,,Verceia
101258,Biossido di Azoto,µg/m³,100377,NO2 Vervio,SO,Vervio,N         ,2011-01-01T00:00:00.000,,Vervio
101260,PM10,µg/m³,100377,PM10 Vervio,SO,Vervio,N         ,2011-01-01T00:00:00.000,,Vervio
101261,Biossido di Azoto,µg/m³,100378,NO2 Villa di Chiavenna,SO,Villa di Chiavenna,N         ,2011-01-01T00:00:00.000,,Villa Di Chiavenna
101263,PM10,µg/m³,100378,PM10 Villa di Chiavenna,SO,Villa di Chiavenna,N         ,2011-01-01T00:00:00.000,,Villa Di Chiavenna
101264,Biossido di Azoto,µg/m³,100379,NO2 Villa di Tirano,SO,Villa di Tirano,N         ,2011-01-01T00:00:00.000,,Villa Di Tirano
101265,Biossido di Azoto,µg/m³,100379,NO2 Urbanizzato Villa di Tirano,SO,Villa di Tirano,N         ,2011-01-01T00:00:00.000,,Villa Di Tirano
101268,PM10,µg/m³,100379,PM10 Villa di Tirano,SO,Villa di Tirano,N         ,2011-01-01T00:00:00.000,,Villa Di Tirano
101269,PM10,µg/m³,100379,PM10 Urbanizzato Villa di Tirano,SO,Villa di Tirano,N         ,2011-01-01T00:00:00.000,,Villa Di Tirano
101672,Biossido di Azoto,µg/m³,100514,NO2 Adrara San Martino,BG,Adrara San Martino,N         ,2011-01-01T00:00:00.000,,Adrara San Martino
101674,PM10,µg/m³,100514,PM10 Adrara San Martino,BG,Adrara San Martino,N         ,2011-01-01T00:00:00.000,,Adrara San Martino
101675,Biossido di Azoto,µg/m³,100515,NO2 Adrara San Rocco,BG,Adrara San Rocco,N         ,2011-01-01T00:00:00.000,,Adrara San Rocco
101677,PM10,µg/m³,100515,PM10 Adrara San Rocco,BG,Adrara San Rocco,N         ,2011-01-01T00:00:00.000,,Adrara San Rocco
101678,Biossido di Azoto,µg/m³,100516,NO2 Albano Sant'Alessandro,BG,Albano Sant'Alessandro,N         ,2011-01-01T00:00:00.000,,Albano Sant'Alessandro
101680,PM10,µg/m³,100516,PM10 Albano Sant'Alessandro,BG,Albano Sant'Alessandro,N         ,2011-01-01T00:00:00.000,,Albano Sant'Alessandro
101681,Biossido di Azoto,µg/m³,100517,NO2 Albino,BG,Albino,N         ,2011-01-01T00:00:00.000,,Albino
101683,PM10,µg/m³,100517,PM10 Albino,BG,Albino,N         ,2011-01-01T00:00:00.000,,Albino
101684,Biossido di Azoto,µg/m³,100518,NO2 Almè,BG,Almè,N         ,2011-01-01T00:00:00.000,,Almè
101685,Biossido di Azoto,µg/m³,100518,NO2 Urbanizzato Almè,BG,Almè,N         ,2011-01-01T00:00:00.000,,Almè
101688,PM10,µg/m³,100518,PM10 Almè,BG,Almè,N         ,2011-01-01T00:00:00.000,,Almè
101689,PM10,µg/m³,100518,PM10 Urbanizzato Almè,BG,Almè,N         ,2011-01-01T00:00:00.000,,Almè
101690,Biossido di Azoto,µg/m³,100519,NO2 Almenno San Bartolomeo,BG,Almenno San Bartolomeo,N         ,2011-01-01T00:00:00.000,,Almenno San Bartolomeo
101691,Biossido di Azoto,µg/m³,100519,NO2 Urbanizzato Almenno San Bartolomeo,BG,Almenno San Bartolomeo,N         ,2011-01-01T00:00:00.000,,Almenno San Bartolomeo
101694,PM10,µg/m³,100519,PM10 Almenno San Bartolomeo,BG,Almenno San Bartolomeo,N         ,2011-01-01T00:00:00.000,,Almenno San Bartolomeo
101695,PM10,µg/m³,100519,PM10 Urbanizzato Almenno San Bartolomeo,BG,Almenno San Bartolomeo,N         ,2011-01-01T00:00:00.000,,Almenno San Bartolomeo
101696,Biossido di Azoto,µg/m³,100520,NO2 Almenno San Salvatore,BG,Almenno San Salvatore,N         ,2011-01-01T00:00:00.000,,Almenno San Salvatore
101697,Biossido di Azoto,µg/m³,100520,NO2 Urbanizzato Almenno San Salvatore,BG,Almenno San Salvatore,N         ,2011-01-01T00:00:00.000,,Almenno San Salvatore
101700,PM10,µg/m³,100520,PM10 Almenno San Salvatore,BG,Almenno San Salvatore,N         ,2011-01-01T00:00:00.000,,Almenno San Salvatore
101701,PM10,µg/m³,100520,PM10 Urbanizzato Almenno San Salvatore,BG,Almenno San Salvatore,N         ,2011-01-01T00:00:00.000,,Almenno San Salvatore
101702,Biossido di Azoto,µg/m³,100521,NO2 Alzano Lombardo,BG,Alzano Lombardo,N         ,2011-01-01T00:00:00.000,,Alzano Lombardo
101704,PM10,µg/m³,100521,PM10 Alzano Lombardo,BG,Alzano Lombardo,N         ,2011-01-01T00:00:00.000,,Alzano Lombardo
101705,Biossido di Azoto,µg/m³,100522,NO2 Ambivere,BG,Ambivere,N         ,2011-01-01T00:00:00.000,,Ambivere
101707,PM10,µg/m³,100522,PM10 Ambivere,BG,Ambivere,N         ,2011-01-01T00:00:00.000,,Ambivere
101708,Biossido di Azoto,µg/m³,100523,NO2 Antegnate,BG,Antegnate,N         ,2011-01-01T00:00:00.000,,Antegnate
101710,PM10,µg/m³,100523,PM10 Antegnate,BG,Antegnate,N         ,2011-01-01T00:00:00.000,,Antegnate
101711,Biossido di Azoto,µg/m³,100524,NO2 Arcene,BG,Arcene,N         ,2011-01-01T00:00:00.000,,Arcene
101713,PM10,µg/m³,100524,PM10 Arcene,BG,Arcene,N         ,2011-01-01T00:00:00.000,,Arcene
101714,Biossido di Azoto,µg/m³,100525,NO2 Ardesio,BG,Ardesio,N         ,2011-01-01T00:00:00.000,,Ardesio
101716,PM10,µg/m³,100525,PM10 Ardesio,BG,Ardesio,N         ,2011-01-01T00:00:00.000,,Ardesio
101717,Biossido di Azoto,µg/m³,100526,NO2 Arzago d'Adda,BG,Arzago d'Adda,N         ,2011-01-01T00:00:00.000,,Arzago D'Adda
101719,PM10,µg/m³,100526,PM10 Arzago d'Adda,BG,Arzago d'Adda,N         ,2011-01-01T00:00:00.000,,Arzago D'Adda
101720,Biossido di Azoto,µg/m³,100527,NO2 Averara,BG,Averara,N         ,2011-01-01T00:00:00.000,,Averara
101722,PM10,µg/m³,100527,PM10 Averara,BG,Averara,N         ,2011-01-01T00:00:00.000,,Averara
101723,Biossido di Azoto,µg/m³,100528,NO2 Aviatico,BG,Aviatico,N         ,2011-01-01T00:00:00.000,,Aviatico
101725,PM10,µg/m³,100528,PM10 Aviatico,BG,Aviatico,N         ,2011-01-01T00:00:00.000,,Aviatico
101726,Biossido di Azoto,µg/m³,100529,NO2 Azzano San Paolo,BG,Azzano San Paolo,N         ,2011-01-01T00:00:00.000,,Azzano San Paolo
101728,PM10,µg/m³,100529,PM10 Azzano San Paolo,BG,Azzano San Paolo,N         ,2011-01-01T00:00:00.000,,Azzano San Paolo
101729,Biossido di Azoto,µg/m³,100530,NO2 Azzone,BG,Azzone,N         ,2011-01-01T00:00:00.000,,Azzone
101731,PM10,µg/m³,100530,PM10 Azzone,BG,Azzone,N         ,2011-01-01T00:00:00.000,,Azzone
101732,Biossido di Azoto,µg/m³,100531,NO2 Bagnatica,BG,Bagnatica,N         ,2011-01-01T00:00:00.000,,Bagnatica
101734,PM10,µg/m³,100531,PM10 Bagnatica,BG,Bagnatica,N         ,2011-01-01T00:00:00.000,,Bagnatica
101735,Biossido di Azoto,µg/m³,100532,NO2 Barbata,BG,Barbata,N         ,2011-01-01T00:00:00.000,,Barbata
101737,PM10,µg/m³,100532,PM10 Barbata,BG,Barbata,N         ,2011-01-01T00:00:00.000,,Barbata
101738,Biossido di Azoto,µg/m³,100533,NO2 Bariano,BG,Bariano,N         ,2011-01-01T00:00:00.000,,Bariano
101740,PM10,µg/m³,100533,PM10 Bariano,BG,Bariano,N         ,2011-01-01T00:00:00.000,,Bariano
101741,Biossido di Azoto,µg/m³,100534,NO2 Barzana,BG,Barzana,N         ,2011-01-01T00:00:00.000,,Barzana
101743,PM10,µg/m³,100534,PM10 Barzana,BG,Barzana,N         ,2011-01-01T00:00:00.000,,Barzana
101744,Biossido di Azoto,µg/m³,100535,NO2 Bedulita,BG,Bedulita,N         ,2011-01-01T00:00:00.000,,Bedulita
101745,Biossido di Azoto,µg/m³,100535,NO2 Urbanizzato Bedulita,BG,Bedulita,N         ,2011-01-01T00:00:00.000,,Bedulita
101748,PM10,µg/m³,100535,PM10 Bedulita,BG,Bedulita,N         ,2011-01-01T00:00:00.000,,Bedulita
101749,PM10,µg/m³,100535,PM10 Urbanizzato Bedulita,BG,Bedulita,N         ,2011-01-01T00:00:00.000,,Bedulita
101750,Biossido di Azoto,µg/m³,100536,NO2 Berbenno,BG,Berbenno,N         ,2011-01-01T00:00:00.000,,Berbenno
101751,Biossido di Azoto,µg/m³,100536,NO2 Urbanizzato Berbenno,BG,Berbenno,N         ,2011-01-01T00:00:00.000,,Berbenno
101754,PM10,µg/m³,100536,PM10 Berbenno,BG,Berbenno,N         ,2011-01-01T00:00:00.000,,Berbenno
101755,PM10,µg/m³,100536,PM10 Urbanizzato Berbenno,BG,Berbenno,N         ,2011-01-01T00:00:00.000,,Berbenno
101756,Biossido di Azoto,µg/m³,100537,NO2 Bergamo,BG,Bergamo,N         ,2011-01-01T00:00:00.000,,Bergamo
101758,PM10,µg/m³,100537,PM10 Bergamo,BG,Bergamo,N         ,2011-01-01T00:00:00.000,,Bergamo
101759,Biossido di Azoto,µg/m³,100538,NO2 Berzo San Fermo,BG,Berzo San Fermo,N         ,2011-01-01T00:00:00.000,,Berzo San Fermo
101761,PM10,µg/m³,100538,PM10 Berzo San Fermo,BG,Berzo San Fermo,N         ,2011-01-01T00:00:00.000,,Berzo San Fermo
101762,Biossido di Azoto,µg/m³,100539,NO2 Bianzano,BG,Bianzano,N         ,2011-01-01T00:00:00.000,,Bianzano
101764,PM10,µg/m³,100539,PM10 Bianzano,BG,Bianzano,N         ,2011-01-01T00:00:00.000,,Bianzano
101765,Biossido di Azoto,µg/m³,100540,NO2 Blello,BG,Blello,N         ,2011-01-01T00:00:00.000,,Blello
101767,PM10,µg/m³,100540,PM10 Blello,BG,Blello,N         ,2011-01-01T00:00:00.000,,Blello
101768,Biossido di Azoto,µg/m³,100541,NO2 Bolgare,BG,Bolgare,N         ,2011-01-01T00:00:00.000,,Bolgare
101770,PM10,µg/m³,100541,PM10 Bolgare,BG,Bolgare,N         ,2011-01-01T00:00:00.000,,Bolgare
101771,Biossido di Azoto,µg/m³,100542,NO2 Boltiere,BG,Boltiere,N         ,2011-01-01T00:00:00.000,,Boltiere
101773,PM10,µg/m³,100542,PM10 Boltiere,BG,Boltiere,N         ,2011-01-01T00:00:00.000,,Boltiere
101774,Biossido di Azoto,µg/m³,100543,NO2 Bonate Sopra,BG,Bonate Sopra,N         ,2011-01-01T00:00:00.000,,Bonate Sopra
101776,PM10,µg/m³,100543,PM10 Bonate Sopra,BG,Bonate Sopra,N         ,2011-01-01T00:00:00.000,,Bonate Sopra
101777,Biossido di Azoto,µg/m³,100544,NO2 Bonate Sotto,BG,Bonate Sotto,N         ,2011-01-01T00:00:00.000,,Bonate Sotto
101779,PM10,µg/m³,100544,PM10 Bonate Sotto,BG,Bonate Sotto,N         ,2011-01-01T00:00:00.000,,Bonate Sotto
101780,Biossido di Azoto,µg/m³,100545,NO2 Borgo di Terzo,BG,Borgo di Terzo,N         ,2011-01-01T00:00:00.000,,Borgo Di Terzo
101782,PM10,µg/m³,100545,PM10 Borgo di Terzo,BG,Borgo di Terzo,N         ,2011-01-01T00:00:00.000,,Borgo Di Terzo
101783,Biossido di Azoto,µg/m³,100546,NO2 Bossico,BG,Bossico,N         ,2011-01-01T00:00:00.000,,Bossico
101785,PM10,µg/m³,100546,PM10 Bossico,BG,Bossico,N         ,2011-01-01T00:00:00.000,,Bossico
101786,Biossido di Azoto,µg/m³,100547,NO2 Bottanuco,BG,Bottanuco,N         ,2011-01-01T00:00:00.000,,Bottanuco
101788,PM10,µg/m³,100547,PM10 Bottanuco,BG,Bottanuco,N         ,2011-01-01T00:00:00.000,,Bottanuco
101789,Biossido di Azoto,µg/m³,100548,NO2 Bracca,BG,Bracca,N         ,2011-01-01T00:00:00.000,,Bracca
101790,Biossido di Azoto,µg/m³,100548,NO2 Urbanizzato Bracca,BG,Bracca,N         ,2011-01-01T00:00:00.000,,Bracca
101793,PM10,µg/m³,100548,PM10 Bracca,BG,Bracca,N         ,2011-01-01T00:00:00.000,,Bracca
101794,PM10,µg/m³,100548,PM10 Urbanizzato Bracca,BG,Bracca,N         ,2011-01-01T00:00:00.000,,Bracca
101795,Biossido di Azoto,µg/m³,100549,NO2 Branzi,BG,Branzi,N         ,2011-01-01T00:00:00.000,,Branzi
101797,PM10,µg/m³,100549,PM10 Branzi,BG,Branzi,N         ,2011-01-01T00:00:00.000,,Branzi
101798,Biossido di Azoto,µg/m³,100550,NO2 Brembate,BG,Brembate,N         ,2011-01-01T00:00:00.000,,Brembate
101800,PM10,µg/m³,100550,PM10 Brembate,BG,Brembate,N         ,2011-01-01T00:00:00.000,,Brembate
101801,Biossido di Azoto,µg/m³,100551,NO2 Brembate di Sopra,BG,Brembate di Sopra,N         ,2011-01-01T00:00:00.000,,Brembate Di Sopra
101803,PM10,µg/m³,100551,PM10 Brembate di Sopra,BG,Brembate di Sopra,N         ,2011-01-01T00:00:00.000,,Brembate Di Sopra
101804,Biossido di Azoto,µg/m³,100552,NO2 Brembilla,BG,Brembilla,S         ,2011-01-01T00:00:00.000,2016-12-31T00:00:00.000,Brembilla
101805,Biossido di Azoto,µg/m³,100552,NO2 Urbanizzato Brembilla,BG,Brembilla,S         ,2011-01-01T00:00:00.000,2016-12-31T00:00:00.000,Brembilla
101808,PM10,µg/m³,100552,PM10 Brembilla,BG,Brembilla,S         ,2011-01-01T00:00:00.000,2017-10-31T00:00:00.000,Brembilla
101809,PM10,µg/m³,100552,PM10 Urbanizzato Brembilla,BG,Brembilla,S         ,2011-01-01T00:00:00.000,2017-10-31T00:00:00.000,Brembilla
101810,Biossido di Azoto,µg/m³,100553,NO2 Brignano Gera d'Adda,BG,Brignano Gera d'Adda,N         ,2011-01-01T00:00:00.000,,Brignano Gera D'Adda
101812,PM10,µg/m³,100553,PM10 Brignano Gera d'Adda,BG,Brignano Gera d'Adda,N         ,2011-01-01T00:00:00.000,,Brignano Gera D'Adda
101813,Biossido di Azoto,µg/m³,100554,NO2 Brumano,BG,Brumano,N         ,2011-01-01T00:00:00.000,,Brumano
101815,PM10,µg/m³,100554,PM10 Brumano,BG,Brumano,N         ,2011-01-01T00:00:00.000,,Brumano
101816,Biossido di Azoto,µg/m³,100555,NO2 Brusaporto,BG,Brusaporto,N         ,2011-01-01T00:00:00.000,,Brusaporto
101818,PM10,µg/m³,100555,PM10 Brusaporto,BG,Brusaporto,N         ,2011-01-01T00:00:00.000,,Brusaporto
101819,Biossido di Azoto,µg/m³,100556,NO2 Calcinate,BG,Calcinate,N         ,2011-01-01T00:00:00.000,,Calcinate
101821,PM10,µg/m³,100556,PM10 Calcinate,BG,Calcinate,N         ,2011-01-01T00:00:00.000,,Calcinate
101822,Biossido di Azoto,µg/m³,100557,NO2 Calcio,BG,Calcio,N         ,2011-01-01T00:00:00.000,,Calcio
101824,PM10,µg/m³,100557,PM10 Calcio,BG,Calcio,N         ,2011-01-01T00:00:00.000,,Calcio
101825,Biossido di Azoto,µg/m³,100558,NO2 Calusco d'Adda,BG,Calusco d'Adda,N         ,2011-01-01T00:00:00.000,,Calusco D'Adda
101827,PM10,µg/m³,100558,PM10 Calusco d'Adda,BG,Calusco d'Adda,N         ,2011-01-01T00:00:00.000,,Calusco D'Adda
101828,Biossido di Azoto,µg/m³,100559,NO2 Calvenzano,BG,Calvenzano,N         ,2011-01-01T00:00:00.000,,Calvenzano
101830,PM10,µg/m³,100559,PM10 Calvenzano,BG,Calvenzano,N         ,2011-01-01T00:00:00.000,,Calvenzano
101831,Biossido di Azoto,µg/m³,100560,NO2 Camerata Cornello,BG,Camerata Cornello,N         ,2011-01-01T00:00:00.000,,Camerata Cornello
101832,Biossido di Azoto,µg/m³,100560,NO2 Urbanizzato Camerata Cornello,BG,Camerata Cornello,N         ,2011-01-01T00:00:00.000,,Camerata Cornello
101835,PM10,µg/m³,100560,PM10 Camerata Cornello,BG,Camerata Cornello,N         ,2011-01-01T00:00:00.000,,Camerata Cornello
101836,PM10,µg/m³,100560,PM10 Urbanizzato Camerata Cornello,BG,Camerata Cornello,N         ,2011-01-01T00:00:00.000,,Camerata Cornello
101837,Biossido di Azoto,µg/m³,100561,NO2 Canonica d'Adda,BG,Canonica d'Adda,N         ,2011-01-01T00:00:00.000,,Canonica D'Adda
101839,PM10,µg/m³,100561,PM10 Canonica d'Adda,BG,Canonica d'Adda,N         ,2011-01-01T00:00:00.000,,Canonica D'Adda
101840,Biossido di Azoto,µg/m³,100562,NO2 Capizzone,BG,Capizzone,N         ,2011-01-01T00:00:00.000,,Capizzone
101841,Biossido di Azoto,µg/m³,100562,NO2 Urbanizzato Capizzone,BG,Capizzone,N         ,2011-01-01T00:00:00.000,,Capizzone
101844,PM10,µg/m³,100562,PM10 Capizzone,BG,Capizzone,N         ,2011-01-01T00:00:00.000,,Capizzone
101845,PM10,µg/m³,100562,PM10 Urbanizzato Capizzone,BG,Capizzone,N         ,2011-01-01T00:00:00.000,,Capizzone
101846,Biossido di Azoto,µg/m³,100563,NO2 Capriate San Gervasio,BG,Capriate San Gervasio,N         ,2011-01-01T00:00:00.000,,Capriate San Gervasio
101848,PM10,µg/m³,100563,PM10 Capriate San Gervasio,BG,Capriate San Gervasio,N         ,2011-01-01T00:00:00.000,,Capriate San Gervasio
